이름,WAR,G,타석,타수,득점,안타,X2타,X3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC,WPA,target,WAR_min_max,WPA_min_max,wRC_min_max,OPS_min_max,타수1,득점1,안타1,X2타1,X3타1,홈런1,루타1,타점1,도루1,도실1,볼넷1,사구1,고41,삼진1,병살1,희타1,희비1
지석훈,1.21,114.0,238.0,212.0,26.0,58.0,14.0,4.0,6.0,98.0,34.0,1.0,1.0,16.0,6.0,0.0,46.0,8.0,3.0,1.0,0.274,0.34,0.462,0.803,0.352,96.1,1.06,14000.0,0.15026833631484793,0.3052415210688592,0.6267720828789531,0.6234472049689441,0.8907563025210085,0.1092436974789916,0.24369747899159663,0.058823529411764705,0.01680672268907563,0.025210084033613446,0.4117647058823529,0.14285714285714285,0.004201680672268907,0.004201680672268907,0.06722689075630252,0.025210084033613446,0.0,0.19327731092436976,0.03361344537815126,0.012605042016806723,0.004201680672268907
테임즈,6.32,125.0,514.0,443.0,95.0,152.0,30.0,6.0,37.0,305.0,121.0,11.0,2.0,58.0,7.0,5.0,99.0,6.0,0.0,6.0,0.343,0.422,0.688,1.111,0.464,168.3,6.63,125000.0,0.607334525939177,0.8776978417266187,0.8236095965103599,0.8625776397515528,0.8618677042801557,0.18482490272373542,0.29571984435797666,0.058365758754863814,0.011673151750972763,0.07198443579766536,0.5933852140077821,0.23540856031128404,0.021400778210116732,0.0038910505836575876,0.11284046692607004,0.013618677042801557,0.009727626459143969,0.1926070038910506,0.011673151750972763,0.0,0.011673151750972763
허준,-0.03,28.0,36.0,29.0,2.0,5.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,2.0,0.0,0.172,0.294,0.276,0.57,0.261,35.8,-0.43,4000.0,0.03935599284436493,0.15210688591983557,0.46237731733914944,0.44254658385093165,0.8055555555555556,0.05555555555555555,0.1388888888888889,0.08333333333333333,0.0,0.0,0.2222222222222222,0.027777777777777776,0.0,0.0,0.1388888888888889,0.0,0.0,0.2777777777777778,0.0,0.05555555555555555,0.0
김강민,4.05,113.0,483.0,430.0,86.0,130.0,29.0,3.0,16.0,213.0,82.0,32.0,5.0,43.0,4.0,0.0,91.0,12.0,2.0,4.0,0.302,0.368,0.495,0.863,0.38,117.3,3.69,60000.0,0.404293381037567,0.5755395683453237,0.6845692475463467,0.6700310559006212,0.8902691511387164,0.17805383022774326,0.2691511387163561,0.060041407867494824,0.006211180124223602,0.033126293995859216,0.4409937888198758,0.16977225672877846,0.06625258799171843,0.010351966873706004,0.08902691511387163,0.008281573498964804,0.0,0.18840579710144928,0.024844720496894408,0.004140786749482402,0.008281573498964804
김상현,0.27,42.0,87.0,80.0,8.0,21.0,3.0,1.0,5.0,41.0,20.0,1.0,1.0,5.0,1.0,0.0,22.0,2.0,0.0,1.0,0.263,0.31,0.513,0.823,0.351,96.5,0.23,16000.0,0.0661896243291592,0.2199383350462487,0.6278625954198473,0.6389751552795031,0.9195402298850575,0.09195402298850575,0.2413793103448276,0.034482758620689655,0.011494252873563218,0.05747126436781609,0.47126436781609193,0.22988505747126436,0.011494252873563218,0.011494252873563218,0.05747126436781609,0.011494252873563218,0.0,0.25287356321839083,0.022988505747126436,0.0,0.011494252873563218
김성현,2.56,122.0,476.0,398.0,73.0,113.0,20.0,1.0,5.0,150.0,43.0,6.0,3.0,55.0,7.0,0.0,51.0,7.0,10.0,6.0,0.284,0.376,0.377,0.752,0.345,94.8,-0.2,18000.0,0.2710196779964221,0.17574511819116134,0.6232279171210469,0.5838509316770186,0.8361344537815126,0.15336134453781514,0.23739495798319327,0.04201680672268908,0.0021008403361344537,0.01050420168067227,0.31512605042016806,0.09033613445378151,0.012605042016806723,0.0063025210084033615,0.11554621848739496,0.014705882352941176,0.0,0.10714285714285714,0.014705882352941176,0.02100840336134454,0.012605042016806723
김재현,-0.03,60.0,28.0,25.0,12.0,5.0,1.0,0.0,0.0,6.0,6.0,8.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,1.0,0.2,0.25,0.24,0.49,0.234,24.5,0.26,4000.0,0.03935599284436493,0.22302158273381295,0.43157033805888767,0.3804347826086957,0.8928571428571429,0.42857142857142855,0.17857142857142858,0.03571428571428571,0.0,0.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.03571428571428571,0.0,0.07142857142857142,0.0,0.35714285714285715,0.0,0.0,0.03571428571428571
나주환,1.1,127.0,478.0,422.0,64.0,115.0,25.0,0.0,7.0,161.0,51.0,10.0,3.0,36.0,3.0,0.0,101.0,8.0,14.0,3.0,0.273,0.332,0.382,0.713,0.318,77.2,0.04,20000.0,0.14042933810375668,0.20041109969167523,0.5752453653217012,0.5535714285714286,0.8828451882845189,0.13389121338912133,0.2405857740585774,0.05230125523012552,0.0,0.014644351464435146,0.3368200836820084,0.10669456066945607,0.02092050209205021,0.006276150627615063,0.07531380753138076,0.006276150627615063,0.0,0.2112970711297071,0.016736401673640166,0.029288702928870293,0.006276150627615063
박계현,0.72,62.0,144.0,129.0,23.0,44.0,9.0,0.0,0.0,53.0,13.0,7.0,3.0,8.0,0.0,0.0,24.0,2.0,4.0,3.0,0.341,0.371,0.411,0.782,0.349,98.3,0.51,6000.0,0.1064400715563506,0.2487153134635149,0.6327699018538713,0.6071428571428572,0.8958333333333334,0.1597222222222222,0.3055555555555556,0.0625,0.0,0.0,0.3680555555555556,0.09027777777777778,0.04861111111111111,0.020833333333333332,0.05555555555555555,0.0,0.0,0.16666666666666666,0.013888888888888888,0.027777777777777776,0.020833333333333332
박정권,3.2,120.0,499.0,452.0,81.0,140.0,33.0,2.0,27.0,258.0,109.0,7.0,9.0,41.0,2.0,2.0,106.0,6.0,0.0,4.0,0.31,0.367,0.571,0.938,0.401,130.7,3.49,40000.0,0.3282647584973166,0.5549845837615622,0.7211014176663031,0.7282608695652174,0.905811623246493,0.1623246492985972,0.280561122244489,0.06613226452905811,0.004008016032064128,0.05410821643286573,0.5170340681362725,0.218436873747495,0.014028056112224449,0.018036072144288578,0.08216432865731463,0.004008016032064128,0.004008016032064128,0.2124248496993988,0.012024048096192385,0.0,0.008016032064128256
박진만,-0.07,19.0,35.0,32.0,3.0,8.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.25,0.294,0.281,0.575,0.267,43.4,-0.11,15000.0,0.035778175313059025,0.18499486125385406,0.4830970556161396,0.4464285714285714,0.9142857142857143,0.08571428571428572,0.22857142857142856,0.02857142857142857,0.0,0.0,0.2571428571428571,0.05714285714285714,0.0,0.02857142857142857,0.05714285714285714,0.0,0.0,0.22857142857142856,0.0,0.02857142857142857,0.0
스캇,0.72,33.0,130.0,105.0,17.0,28.0,7.0,0.0,6.0,53.0,17.0,0.0,0.0,20.0,3.0,1.0,18.0,1.0,0.0,2.0,0.267,0.392,0.505,0.897,0.393,125.1,1.01,25000.0,0.1064400715563506,0.3001027749229188,0.7058342420937841,0.6964285714285715,0.8076923076923077,0.13076923076923078,0.2153846153846154,0.05384615384615385,0.0,0.046153846153846156,0.4076923076923077,0.13076923076923078,0.0,0.0,0.15384615384615385,0.023076923076923078,0.007692307692307693,0.13846153846153847,0.007692307692307693,0.0,0.015384615384615385
신현철,0.21,60.0,75.0,65.0,10.0,17.0,3.0,0.0,1.0,23.0,3.0,1.0,0.0,8.0,0.0,0.0,16.0,3.0,2.0,0.0,0.262,0.343,0.354,0.696,0.318,77.0,-0.31,2600.0,0.06082289803220035,0.1644398766700925,0.5747001090512541,0.5403726708074534,0.8666666666666667,0.13333333333333333,0.22666666666666666,0.04,0.0,0.013333333333333334,0.30666666666666664,0.04,0.013333333333333334,0.0,0.10666666666666667,0.0,0.0,0.21333333333333335,0.04,0.02666666666666667,0.0
안정광,-0.11,15.0,32.0,29.0,4.0,6.0,1.0,0.0,0.0,7.0,4.0,1.0,1.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.207,0.281,0.241,0.523,0.256,36.9,0.19,2600.0,0.03220035778175312,0.2158273381294964,0.4653762268266085,0.406055900621118,0.90625,0.125,0.1875,0.03125,0.0,0.0,0.21875,0.125,0.03125,0.03125,0.09375,0.0,0.0,0.28125,0.0,0.0,0.0
이명기,1.9,83.0,314.0,285.0,54.0,105.0,13.0,2.0,4.0,134.0,28.0,8.0,6.0,21.0,1.0,0.0,47.0,7.0,7.0,0.0,0.368,0.414,0.47,0.884,0.396,127.9,1.28,18000.0,0.21198568872987475,0.3278520041109969,0.7134678298800436,0.6863354037267081,0.9076433121019108,0.17197452229299362,0.3343949044585987,0.041401273885350316,0.006369426751592357,0.012738853503184714,0.4267515923566879,0.08917197452229299,0.025477707006369428,0.01910828025477707,0.06687898089171974,0.0031847133757961785,0.0,0.14968152866242038,0.022292993630573247,0.022292993630573247,0.0
이재원,4.04,120.0,484.0,412.0,48.0,139.0,30.0,2.0,12.0,209.0,83.0,3.0,0.0,49.0,12.0,7.0,66.0,14.0,0.0,11.0,0.337,0.413,0.507,0.921,0.405,134.3,1.81,28000.0,0.4033989266547406,0.3823227132579651,0.7309160305343512,0.7150621118012422,0.8512396694214877,0.09917355371900827,0.2871900826446281,0.06198347107438017,0.004132231404958678,0.024793388429752067,0.4318181818181818,0.17148760330578514,0.006198347107438017,0.0,0.1012396694214876,0.024793388429752067,0.014462809917355372,0.13636363636363635,0.028925619834710745,0.0,0.022727272727272728
임훈,1.89,90.0,330.0,277.0,47.0,87.0,13.0,1.0,2.0,108.0,27.0,9.0,2.0,37.0,8.0,0.0,61.0,4.0,6.0,2.0,0.314,0.407,0.39,0.797,0.37,112.1,1.5,7500.0,0.21109123434704827,0.35046248715313466,0.670392584514722,0.6187888198757765,0.8393939393939394,0.14242424242424243,0.2636363636363636,0.03939393939393939,0.0030303030303030303,0.006060606060606061,0.32727272727272727,0.08181818181818182,0.02727272727272727,0.006060606060606061,0.11212121212121212,0.024242424242424242,0.0,0.18484848484848485,0.012121212121212121,0.01818181818181818,0.006060606060606061
정상호,0.76,100.0,269.0,235.0,36.0,56.0,13.0,1.0,9.0,98.0,39.0,0.0,1.0,18.0,5.0,0.0,67.0,3.0,10.0,1.0,0.238,0.305,0.417,0.722,0.309,70.8,-0.04,15500.0,0.1100178890876565,0.1921891058581706,0.5577971646673937,0.5605590062111802,0.8736059479553904,0.13382899628252787,0.20817843866171004,0.048327137546468404,0.0037174721189591076,0.03345724907063197,0.3643122676579926,0.1449814126394052,0.0,0.0037174721189591076,0.06691449814126393,0.01858736059479554,0.0,0.24907063197026022,0.011152416356877323,0.03717472118959108,0.0037174721189591076
조동화,0.15,125.0,522.0,443.0,74.0,116.0,12.0,5.0,2.0,144.0,52.0,37.0,7.0,43.0,4.0,1.0,72.0,8.0,28.0,4.0,0.262,0.33,0.325,0.655,0.292,59.2,-0.81,30000.0,0.05545617173524149,0.11305241521068858,0.5261723009814613,0.5085403726708075,0.8486590038314177,0.1417624521072797,0.2222222222222222,0.022988505747126436,0.009578544061302681,0.0038314176245210726,0.27586206896551724,0.09961685823754789,0.07088122605363985,0.013409961685823755,0.08237547892720307,0.007662835249042145,0.0019157088122605363,0.13793103448275862,0.01532567049808429,0.05363984674329502,0.007662835249042145
최정,3.32,82.0,361.0,308.0,65.0,94.0,20.0,0.0,14.0,156.0,76.0,7.0,2.0,37.0,12.0,0.0,69.0,9.0,1.0,3.0,0.305,0.397,0.506,0.904,0.401,131.4,3.93,100000.0,0.3389982110912343,0.6002055498458376,0.7230098146128681,0.7018633540372671,0.853185595567867,0.18005540166204986,0.26038781163434904,0.055401662049861494,0.0,0.038781163434903045,0.43213296398891965,0.21052631578947367,0.019390581717451522,0.00554016620498615,0.10249307479224377,0.0332409972299169,0.0,0.19113573407202217,0.024930747922437674,0.002770083102493075,0.008310249307479225
한동민,0.25,67.0,163.0,143.0,17.0,36.0,10.0,3.0,3.0,61.0,24.0,0.0,0.0,11.0,5.0,0.0,53.0,1.0,2.0,2.0,0.252,0.323,0.427,0.75,0.33,86.0,1.03,6500.0,0.06440071556350625,0.302158273381295,0.5992366412213741,0.5822981366459627,0.8773006134969326,0.10429447852760736,0.22085889570552147,0.06134969325153374,0.018404907975460124,0.018404907975460124,0.37423312883435583,0.147239263803681,0.0,0.0,0.06748466257668712,0.03067484662576687,0.0,0.32515337423312884,0.006134969325153374,0.012269938650306749,0.012269938650306749
고영민,0.28,52.0,108.0,94.0,18.0,27.0,2.0,0.0,1.0,32.0,7.0,1.0,1.0,11.0,0.0,0.0,18.0,3.0,1.0,2.0,0.287,0.355,0.34,0.696,0.325,81.7,0.15,15000.0,0.06708407871198568,0.21171634121274407,0.5875136314067613,0.5403726708074534,0.8703703703703703,0.16666666666666666,0.25,0.018518518518518517,0.0,0.009259259259259259,0.2962962962962963,0.06481481481481481,0.009259259259259259,0.009259259259259259,0.10185185185185185,0.0,0.0,0.16666666666666666,0.027777777777777776,0.009259259259259259,0.018518518518518517
김응민,0.01,11.0,12.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.2,0.333,0.2,0.533,0.285,54.2,0.01,2400.0,0.04293381037567083,0.197327852004111,0.5125408942202836,0.41381987577639756,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0
김재호,0.66,122.0,421.0,341.0,50.0,86.0,14.0,1.0,3.0,111.0,54.0,2.0,8.0,54.0,2.0,0.0,59.0,14.0,13.0,11.0,0.252,0.348,0.326,0.674,0.31,71.7,-1.06,41000.0,0.10107334525939177,0.08735868448098662,0.5602508178844057,0.5232919254658386,0.8099762470308789,0.1187648456057007,0.2042755344418052,0.0332541567695962,0.0023752969121140144,0.007125890736342043,0.26365795724465557,0.12826603325415678,0.004750593824228029,0.019002375296912115,0.12826603325415678,0.004750593824228029,0.0,0.14014251781472684,0.0332541567695962,0.030878859857482184,0.026128266033254157
김재환,0.81,52.0,96.0,85.0,12.0,26.0,6.0,0.0,3.0,41.0,13.0,1.0,0.0,11.0,0.0,1.0,12.0,3.0,0.0,0.0,0.306,0.385,0.482,0.868,0.386,127.2,-0.27,5000.0,0.11449016100178891,0.16855087358684478,0.7115594329334788,0.6739130434782609,0.8854166666666666,0.125,0.2708333333333333,0.0625,0.0,0.03125,0.4270833333333333,0.13541666666666666,0.010416666666666666,0.0,0.11458333333333333,0.0,0.010416666666666666,0.125,0.03125,0.0,0.0
김진형,-0.15,28.0,42.0,38.0,5.0,9.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,0.237,0.293,0.263,0.556,0.262,38.3,0.28,3000.0,0.02862254025044722,0.2250770811921891,0.4691930207197383,0.4316770186335404,0.9047619047619048,0.11904761904761904,0.21428571428571427,0.023809523809523808,0.0,0.0,0.23809523809523808,0.11904761904761904,0.0,0.0,0.07142857142857142,0.0,0.0,0.16666666666666666,0.0,0.023809523809523808,0.0
김현수,4.13,125.0,528.0,463.0,75.0,149.0,26.0,0.0,17.0,226.0,90.0,2.0,0.0,53.0,7.0,5.0,45.0,10.0,0.0,5.0,0.322,0.396,0.488,0.884,0.393,132.2,3.54,75000.0,0.4114490161001788,0.5601233299075026,0.7251908396946565,0.6863354037267081,0.8768939393939394,0.14204545454545456,0.2821969696969697,0.04924242424242424,0.0,0.032196969696969696,0.42803030303030304,0.17045454545454544,0.003787878787878788,0.0,0.10037878787878787,0.013257575757575758,0.00946969696969697,0.08522727272727272,0.01893939393939394,0.0,0.00946969696969697
민병헌,4.54,124.0,527.0,470.0,85.0,162.0,31.0,3.0,12.0,235.0,79.0,16.0,8.0,37.0,6.0,0.0,63.0,11.0,8.0,6.0,0.345,0.395,0.5,0.895,0.394,130.3,3.27,35000.0,0.44812164579606434,0.5323741007194245,0.720010905125409,0.6948757763975155,0.8918406072106262,0.16129032258064516,0.30740037950664134,0.058823529411764705,0.0056925996204933585,0.022770398481973434,0.4459203036053131,0.14990512333965844,0.030360531309297913,0.015180265654648957,0.07020872865275142,0.011385199240986717,0.0,0.11954459203036052,0.020872865275142316,0.015180265654648957,0.011385199240986717
박건우,-0.36,47.0,66.0,61.0,7.0,11.0,4.0,1.0,0.0,17.0,3.0,1.0,0.0,4.0,0.0,0.0,13.0,0.0,1.0,0.0,0.18,0.231,0.279,0.51,0.231,17.8,-0.67,7000.0,0.00983899821109123,0.12744090441932165,0.4133042529989095,0.39596273291925466,0.9242424242424242,0.10606060606060606,0.16666666666666666,0.06060606060606061,0.015151515151515152,0.0,0.25757575757575757,0.045454545454545456,0.015151515151515152,0.0,0.06060606060606061,0.0,0.0,0.19696969696969696,0.0,0.015151515151515152,0.0
양의지,2.72,97.0,338.0,296.0,40.0,87.0,23.0,1.0,10.0,142.0,46.0,4.0,3.0,24.0,9.0,1.0,34.0,8.0,5.0,4.0,0.294,0.36,0.48,0.84,0.366,113.9,1.54,20000.0,0.2853309481216458,0.354573484069887,0.675299890948746,0.6521739130434783,0.8757396449704142,0.11834319526627218,0.257396449704142,0.06804733727810651,0.0029585798816568047,0.029585798816568046,0.42011834319526625,0.13609467455621302,0.011834319526627219,0.008875739644970414,0.07100591715976332,0.026627218934911243,0.0029585798816568047,0.10059171597633136,0.023668639053254437,0.014792899408284023,0.011834319526627219
오재원,3.56,110.0,420.0,359.0,60.0,114.0,21.0,6.0,5.0,162.0,40.0,33.0,7.0,50.0,2.0,2.0,61.0,7.0,9.0,0.0,0.318,0.404,0.451,0.855,0.382,119.6,1.38,40000.0,0.36046511627906974,0.3381294964028777,0.6908396946564885,0.6638198757763976,0.8547619047619047,0.14285714285714285,0.2714285714285714,0.05,0.014285714285714285,0.011904761904761904,0.38571428571428573,0.09523809523809523,0.07857142857142857,0.016666666666666666,0.11904761904761904,0.004761904761904762,0.004761904761904762,0.14523809523809525,0.016666666666666666,0.02142857142857143,0.0
오재일,0.18,75.0,155.0,132.0,10.0,32.0,7.0,0.0,3.0,48.0,18.0,1.0,1.0,20.0,1.0,0.0,39.0,1.0,0.0,2.0,0.242,0.342,0.364,0.706,0.328,85.7,-0.59,9500.0,0.05813953488372092,0.1356628982528263,0.5984187568157034,0.5481366459627329,0.8516129032258064,0.06451612903225806,0.2064516129032258,0.04516129032258064,0.0,0.01935483870967742,0.3096774193548387,0.11612903225806452,0.0064516129032258064,0.0064516129032258064,0.12903225806451613,0.0064516129032258064,0.0,0.25161290322580643,0.0064516129032258064,0.0,0.012903225806451613
이원석,0.41,79.0,255.0,231.0,29.0,58.0,8.0,2.0,5.0,85.0,25.0,0.0,0.0,19.0,1.0,0.0,53.0,2.0,2.0,2.0,0.251,0.308,0.368,0.676,0.306,70.6,-0.98,15000.0,0.07871198568872986,0.09558067831449125,0.5572519083969466,0.5248447204968945,0.9058823529411765,0.11372549019607843,0.22745098039215686,0.03137254901960784,0.00784313725490196,0.0196078431372549,0.3333333333333333,0.09803921568627451,0.0,0.0,0.07450980392156863,0.00392156862745098,0.0,0.20784313725490197,0.00784313725490196,0.00784313725490196,0.00784313725490196
장민석,-0.32,45.0,75.0,70.0,16.0,14.0,4.0,1.0,0.0,20.0,8.0,5.0,1.0,3.0,1.0,0.0,16.0,0.0,1.0,0.0,0.2,0.243,0.286,0.529,0.241,24.3,-0.63,12500.0,0.013416815742397132,0.13155190133607397,0.43102508178844057,0.41071428571428575,0.9333333333333333,0.21333333333333335,0.18666666666666668,0.05333333333333334,0.013333333333333334,0.0,0.26666666666666666,0.10666666666666667,0.06666666666666667,0.013333333333333334,0.04,0.013333333333333334,0.0,0.21333333333333335,0.0,0.013333333333333334,0.0
정수빈,3.3,128.0,507.0,431.0,79.0,132.0,18.0,7.0,6.0,182.0,49.0,32.0,5.0,41.0,11.0,1.0,68.0,8.0,22.0,2.0,0.306,0.379,0.422,0.802,0.352,99.7,1.32,28000.0,0.33720930232558133,0.3319630010277492,0.6365866957470011,0.6226708074534162,0.8500986193293886,0.15581854043392504,0.2603550295857988,0.03550295857988166,0.013806706114398421,0.011834319526627219,0.358974358974359,0.09664694280078895,0.0631163708086785,0.009861932938856016,0.08086785009861933,0.021696252465483234,0.0019723865877712033,0.1341222879684418,0.015779092702169626,0.04339250493096647,0.0039447731755424065
최재훈,-0.06,48.0,125.0,112.0,9.0,27.0,3.0,1.0,1.0,35.0,10.0,0.0,2.0,5.0,3.0,0.0,22.0,3.0,3.0,2.0,0.241,0.287,0.313,0.599,0.271,45.7,-0.97,6800.0,0.0366726296958855,0.09660842754367933,0.4893675027262814,0.46506211180124224,0.896,0.072,0.216,0.024,0.008,0.008,0.28,0.08,0.0,0.016,0.04,0.024,0.0,0.176,0.024,0.024,0.016
최주환,0.8,82.0,211.0,189.0,38.0,53.0,14.0,0.0,4.0,79.0,31.0,1.0,1.0,14.0,2.0,0.0,25.0,1.0,4.0,2.0,0.28,0.333,0.418,0.751,0.332,89.3,0.56,11000.0,0.11359570661896243,0.2538540596094553,0.6082333696837514,0.5830745341614907,0.8957345971563981,0.18009478672985782,0.25118483412322273,0.06635071090047394,0.0,0.018957345971563982,0.3744075829383886,0.14691943127962084,0.004739336492890996,0.004739336492890996,0.06635071090047394,0.009478672985781991,0.0,0.11848341232227488,0.004739336492890996,0.018957345971563982,0.009478672985781991
허경민,0.18,105.0,233.0,198.0,33.0,49.0,8.0,1.0,0.0,59.0,10.0,6.0,4.0,21.0,6.0,0.0,21.0,7.0,6.0,2.0,0.247,0.335,0.298,0.633,0.298,62.6,-0.71,20000.0,0.05813953488372092,0.12332990750256936,0.5354416575790621,0.49145962732919257,0.8497854077253219,0.14163090128755365,0.21030042918454936,0.034334763948497854,0.004291845493562232,0.0,0.2532188841201717,0.04291845493562232,0.02575107296137339,0.017167381974248927,0.09012875536480687,0.02575107296137339,0.0,0.09012875536480687,0.030042918454935622,0.02575107296137339,0.008583690987124463
홍성흔,3.31,124.0,521.0,447.0,63.0,141.0,19.0,1.0,20.0,222.0,82.0,5.0,3.0,64.0,4.0,0.0,79.0,13.0,5.0,1.0,0.315,0.405,0.497,0.902,0.401,137.7,1.01,40000.0,0.33810375670840787,0.3001027749229188,0.740185387131952,0.7003105590062112,0.8579654510556622,0.12092130518234165,0.2706333973128599,0.036468330134357005,0.0019193857965451055,0.03838771593090211,0.42610364683301344,0.15738963531669867,0.009596928982725527,0.005758157389635317,0.12284069097888675,0.007677543186180422,0.0,0.15163147792706333,0.02495201535508637,0.009596928982725527,0.0019193857965451055
강민호,1.45,98.0,360.0,310.0,37.0,71.0,14.0,2.0,16.0,137.0,40.0,1.0,2.0,33.0,13.0,3.0,92.0,6.0,0.0,4.0,0.229,0.325,0.442,0.767,0.336,82.7,-0.4,100000.0,0.17173524150268335,0.15519013360739978,0.5902399127589968,0.5954968944099379,0.8611111111111112,0.10277777777777777,0.19722222222222222,0.03888888888888889,0.005555555555555556,0.044444444444444446,0.38055555555555554,0.1111111111111111,0.002777777777777778,0.005555555555555556,0.09166666666666666,0.03611111111111111,0.008333333333333333,0.25555555555555554,0.016666666666666666,0.0,0.011111111111111112
김민하,0.07,55.0,98.0,94.0,23.0,25.0,8.0,0.0,2.0,39.0,7.0,3.0,1.0,2.0,1.0,0.0,34.0,0.0,1.0,0.0,0.266,0.289,0.415,0.704,0.308,67.5,-0.86,4000.0,0.048300536672629686,0.1079136690647482,0.5488004362050164,0.546583850931677,0.9591836734693877,0.23469387755102042,0.25510204081632654,0.08163265306122448,0.0,0.02040816326530612,0.3979591836734694,0.07142857142857142,0.030612244897959183,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.0,0.3469387755102041,0.0,0.01020408163265306,0.0
