이름,WAR,G,타석,타수,득점,안타,X2타,X3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC,WPA,target,WAR_min_max,WPA_min_max,wRC_min_max,OPS_min_max,타수1,득점1,안타1,X2타1,X3타1,홈런1,루타1,타점1,도루1,도실1,볼넷1,사구1,고41,삼진1,병살1,희타1,희비1
최형우,5.55,113.0,493.0,430.0,92.0,153.0,33.0,0.0,31.0,279.0,100.0,4.0,2.0,50.0,7.0,1.0,62.0,11.0,0.0,6.0,0.356,0.426,0.649,1.075,0.458,160.6,3.91,70000.0,0.5384615384615383,0.5981500513874615,0.8026172300981461,0.8346273291925466,0.8722109533468559,0.18661257606490872,0.3103448275862069,0.06693711967545639,0.0,0.06288032454361055,0.565922920892495,0.2028397565922921,0.008113590263691683,0.004056795131845842,0.10141987829614604,0.014198782961460446,0.002028397565922921,0.1257606490872211,0.02231237322515213,0.0,0.012170385395537525
강경학,0.21,41.0,103.0,86.0,11.0,19.0,2.0,3.0,1.0,30.0,7.0,0.0,0.0,13.0,2.0,0.0,28.0,1.0,2.0,0.0,0.221,0.337,0.349,0.686,0.316,65.6,-0.11,6500.0,0.06082289803220035,0.18499486125385406,0.5436205016357688,0.532608695652174,0.8349514563106796,0.10679611650485436,0.18446601941747573,0.019417475728155338,0.02912621359223301,0.009708737864077669,0.2912621359223301,0.06796116504854369,0.0,0.0,0.1262135922330097,0.019417475728155338,0.0,0.27184466019417475,0.009708737864077669,0.019417475728155338,0.0
김경언,1.69,89.0,355.0,300.0,43.0,94.0,16.0,3.0,8.0,140.0,52.0,1.0,3.0,40.0,4.0,0.0,42.0,8.0,7.0,4.0,0.313,0.397,0.467,0.863,0.382,110.4,2.49,20000.0,0.19320214669051874,0.4522096608427544,0.6657579062159216,0.6700310559006212,0.8450704225352113,0.12112676056338029,0.2647887323943662,0.04507042253521127,0.008450704225352112,0.022535211267605635,0.39436619718309857,0.14647887323943662,0.0028169014084507044,0.008450704225352112,0.11267605633802817,0.011267605633802818,0.0,0.11830985915492957,0.022535211267605635,0.01971830985915493,0.011267605633802818
김태균,4.94,118.0,508.0,422.0,66.0,154.0,30.0,0.0,18.0,238.0,84.0,0.0,2.0,70.0,11.0,1.0,73.0,18.0,0.0,5.0,0.365,0.463,0.564,1.027,0.456,158.8,4.95,160000.0,0.48389982110912344,0.7050359712230216,0.7977099236641222,0.7973602484472049,0.8307086614173228,0.12992125984251968,0.3031496062992126,0.05905511811023622,0.0,0.03543307086614173,0.468503937007874,0.16535433070866143,0.0,0.003937007874015748,0.1377952755905512,0.021653543307086614,0.001968503937007874,0.1437007874015748,0.03543307086614173,0.0,0.00984251968503937
김태완,0.23,89.0,214.0,186.0,26.0,48.0,8.0,0.0,7.0,77.0,39.0,0.0,0.0,24.0,3.0,1.0,51.0,10.0,0.0,1.0,0.258,0.351,0.414,0.764,0.346,88.2,0.1,8000.0,0.0626118067978533,0.20657759506680368,0.6052344601962922,0.5931677018633541,0.8691588785046729,0.12149532710280374,0.22429906542056074,0.037383177570093455,0.0,0.03271028037383177,0.3598130841121495,0.1822429906542056,0.0,0.0,0.11214953271028037,0.014018691588785047,0.004672897196261682,0.2383177570093458,0.04672897196261682,0.0,0.004672897196261682
김회성,0.36,59.0,162.0,140.0,21.0,33.0,8.0,1.0,6.0,61.0,18.0,0.0,0.0,14.0,4.0,0.0,45.0,4.0,3.0,1.0,0.236,0.321,0.436,0.757,0.329,76.8,-0.62,5500.0,0.07423971377459748,0.13257965056526205,0.574154852780807,0.5877329192546584,0.8641975308641975,0.12962962962962962,0.2037037037037037,0.04938271604938271,0.006172839506172839,0.037037037037037035,0.3765432098765432,0.1111111111111111,0.0,0.0,0.08641975308641975,0.024691358024691357,0.0,0.2777777777777778,0.024691358024691357,0.018518518518518517,0.006172839506172839
송광민,2.07,103.0,421.0,389.0,52.0,123.0,22.0,2.0,11.0,182.0,58.0,3.0,2.0,26.0,0.0,2.0,73.0,15.0,4.0,2.0,0.316,0.357,0.468,0.825,0.363,97.8,1.13,10000.0,0.22719141323792483,0.3124357656731757,0.6314067611777536,0.640527950310559,0.9239904988123515,0.12351543942992874,0.2921615201900237,0.052256532066508314,0.004750593824228029,0.026128266033254157,0.4323040380047506,0.1377672209026128,0.007125890736342043,0.004750593824228029,0.06175771971496437,0.0,0.004750593824228029,0.17339667458432304,0.035629453681710214,0.009501187648456057,0.004750593824228029
송주호,-0.13,17.0,26.0,22.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.136,0.269,0.136,0.406,0.223,9.2,-0.14,4000.0,0.03041144901610017,0.18191161356628982,0.3898582333696838,0.31521739130434784,0.8461538461538461,0.19230769230769232,0.11538461538461539,0.0,0.0,0.0,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.0,0.15384615384615385,0.0,0.0,0.2692307692307692,0.0,0.0,0.0
이시찬,0.17,45.0,119.0,105.0,14.0,30.0,4.0,0.0,0.0,34.0,9.0,4.0,1.0,10.0,0.0,0.0,19.0,3.0,3.0,1.0,0.286,0.345,0.324,0.669,0.31,64.1,-0.02,5100.0,0.05724508050089444,0.19424460431654675,0.5395310796074155,0.5194099378881988,0.8823529411764706,0.11764705882352941,0.25210084033613445,0.03361344537815126,0.0,0.0,0.2857142857142857,0.07563025210084033,0.03361344537815126,0.008403361344537815,0.08403361344537816,0.0,0.0,0.15966386554621848,0.025210084033613446,0.025210084033613446,0.008403361344537815
이용규,0.09,104.0,418.0,358.0,62.0,103.0,12.0,4.0,0.0,123.0,20.0,12.0,11.0,52.0,5.0,0.0,46.0,5.0,2.0,1.0,0.288,0.385,0.344,0.728,0.349,88.2,-0.76,70000.0,0.050089445438282636,0.11819116135662897,0.6052344601962922,0.5652173913043478,0.8564593301435407,0.14832535885167464,0.24641148325358853,0.028708133971291867,0.009569377990430622,0.0,0.2942583732057416,0.04784688995215311,0.028708133971291867,0.02631578947368421,0.12440191387559808,0.011961722488038277,0.0,0.11004784688995216,0.011961722488038277,0.004784688995215311,0.0023923444976076554
이창열,0.07,22.0,25.0,21.0,5.0,4.0,2.0,1.0,0.0,8.0,3.0,1.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.19,0.32,0.381,0.701,0.321,68.2,0.18,3200.0,0.048300536672629686,0.2147995889003083,0.5507088331515813,0.5442546583850931,0.84,0.2,0.16,0.08,0.04,0.0,0.32,0.12,0.04,0.0,0.12,0.04,0.0,0.24,0.0,0.0,0.0
정근우,3.67,125.0,549.0,464.0,91.0,137.0,28.0,5.0,6.0,193.0,44.0,32.0,3.0,66.0,9.0,0.0,56.0,11.0,7.0,3.0,0.295,0.391,0.416,0.807,0.369,101.7,2.34,70000.0,0.37030411449016093,0.4367934224049332,0.6420392584514723,0.626552795031056,0.8451730418943534,0.1657559198542805,0.2495446265938069,0.051001821493624776,0.009107468123861567,0.01092896174863388,0.35154826958105645,0.08014571948998178,0.058287795992714025,0.00546448087431694,0.12021857923497267,0.01639344262295082,0.0,0.10200364298724955,0.020036429872495445,0.012750455373406194,0.00546448087431694
정범모,0.54,85.0,212.0,186.0,18.0,47.0,10.0,0.0,6.0,75.0,23.0,1.0,0.0,17.0,1.0,0.0,39.0,8.0,5.0,3.0,0.253,0.314,0.403,0.717,0.314,66.9,-0.26,6000.0,0.09033989266547404,0.16957862281603286,0.5471646673936751,0.5566770186335404,0.8773584905660378,0.08490566037735849,0.22169811320754718,0.04716981132075472,0.0,0.02830188679245283,0.35377358490566035,0.10849056603773585,0.0047169811320754715,0.0,0.08018867924528301,0.0047169811320754715,0.0,0.18396226415094338,0.03773584905660377,0.02358490566037736,0.014150943396226415
조인성,1.15,63.0,154.0,136.0,14.0,33.0,7.0,0.0,6.0,58.0,27.0,0.0,0.0,13.0,2.0,0.0,34.0,4.0,1.0,2.0,0.243,0.314,0.426,0.74,0.326,74.9,0.7,40000.0,0.14490161001788907,0.2682425488180884,0.5689749182115594,0.5745341614906833,0.8831168831168831,0.09090909090909091,0.21428571428571427,0.045454545454545456,0.0,0.03896103896103896,0.37662337662337664,0.17532467532467533,0.0,0.0,0.08441558441558442,0.012987012987012988,0.0,0.22077922077922077,0.025974025974025976,0.006493506493506494,0.012987012987012988
최진행,0.27,99.0,328.0,299.0,32.0,78.0,16.0,0.0,12.0,130.0,45.0,1.0,2.0,23.0,3.0,0.0,79.0,8.0,0.0,3.0,0.261,0.317,0.435,0.752,0.333,79.3,0.37,18500.0,0.0661896243291592,0.2343268242548818,0.5809705561613958,0.5838509316770186,0.9115853658536586,0.0975609756097561,0.23780487804878048,0.04878048780487805,0.0,0.036585365853658534,0.39634146341463417,0.13719512195121952,0.003048780487804878,0.006097560975609756,0.0701219512195122,0.009146341463414634,0.0,0.24085365853658536,0.024390243902439025,0.0,0.009146341463414634
한상훈,0.76,77.0,203.0,175.0,23.0,50.0,8.0,1.0,1.0,63.0,21.0,3.0,1.0,24.0,0.0,0.0,40.0,4.0,4.0,0.0,0.286,0.372,0.36,0.732,0.34,83.1,0.02,20000.0,0.1100178890876565,0.19835560123329907,0.591330425299891,0.5683229813664596,0.8620689655172413,0.11330049261083744,0.24630541871921183,0.03940886699507389,0.0049261083743842365,0.0049261083743842365,0.3103448275862069,0.10344827586206896,0.014778325123152709,0.0049261083743842365,0.11822660098522167,0.0,0.0,0.19704433497536947,0.019704433497536946,0.019704433497536946,0.0
양의지,5.65,132.0,513.0,442.0,70.0,144.0,27.0,0.0,20.0,231.0,93.0,5.0,4.0,39.0,24.0,3.0,64.0,7.0,2.0,6.0,0.326,0.405,0.523,0.928,0.408,149.1,3.31,42000.0,0.5474060822898031,0.5364850976361768,0.7712649945474372,0.7204968944099379,0.8615984405458089,0.1364522417153996,0.2807017543859649,0.05263157894736842,0.0,0.03898635477582846,0.4502923976608187,0.18128654970760233,0.009746588693957114,0.007797270955165692,0.07602339181286549,0.04678362573099415,0.005847953216374269,0.12475633528265107,0.01364522417153996,0.003898635477582846,0.011695906432748537
김재호,3.64,133.0,488.0,410.0,63.0,126.0,24.0,3.0,3.0,165.0,50.0,7.0,2.0,54.0,3.0,0.0,42.0,18.0,14.0,7.0,0.307,0.386,0.402,0.789,0.354,105.3,-0.4,41000.0,0.36762075134168154,0.15519013360739978,0.6518538713195201,0.6125776397515529,0.8401639344262295,0.1290983606557377,0.2581967213114754,0.04918032786885246,0.006147540983606557,0.006147540983606557,0.33811475409836067,0.10245901639344263,0.014344262295081968,0.004098360655737705,0.11065573770491803,0.006147540983606557,0.0,0.0860655737704918,0.036885245901639344,0.028688524590163935,0.014344262295081968
허경민,2.88,117.0,453.0,404.0,64.0,128.0,20.0,2.0,1.0,155.0,41.0,8.0,3.0,31.0,7.0,0.0,42.0,11.0,8.0,3.0,0.317,0.373,0.384,0.757,0.346,98.9,-0.08,20000.0,0.2996422182468694,0.18807810894141827,0.6344056706652127,0.5877329192546584,0.891832229580574,0.141280353200883,0.282560706401766,0.04415011037527594,0.004415011037527594,0.002207505518763797,0.34216335540838855,0.09050772626931568,0.017660044150110375,0.006622516556291391,0.0684326710816777,0.01545253863134658,0.0,0.09271523178807947,0.024282560706401765,0.017660044150110375,0.006622516556291391
민병헌,2.62,129.0,561.0,491.0,80.0,149.0,20.0,2.0,12.0,209.0,75.0,7.0,3.0,50.0,8.0,0.0,74.0,15.0,6.0,6.0,0.303,0.373,0.426,0.799,0.36,112.3,3.13,35000.0,0.276386404293381,0.5179856115107914,0.670937840785169,0.6203416149068324,0.875222816399287,0.14260249554367202,0.26559714795008915,0.035650623885918005,0.0035650623885918,0.0213903743315508,0.37254901960784315,0.13368983957219252,0.012477718360071301,0.0053475935828877,0.08912655971479501,0.0142602495543672,0.0,0.1319073083778966,0.026737967914438502,0.0106951871657754,0.0106951871657754
정수빈,2.29,128.0,570.0,491.0,79.0,145.0,27.0,7.0,2.0,192.0,59.0,15.0,9.0,43.0,11.0,1.0,70.0,9.0,19.0,6.0,0.295,0.361,0.391,0.752,0.334,91.2,0.55,28000.0,0.24686940966010731,0.2528263103802672,0.613413304252999,0.5838509316770186,0.8614035087719298,0.13859649122807016,0.2543859649122807,0.04736842105263158,0.012280701754385965,0.0035087719298245615,0.3368421052631579,0.10350877192982456,0.02631578947368421,0.015789473684210527,0.07543859649122807,0.01929824561403509,0.0017543859649122807,0.12280701754385964,0.015789473684210527,0.03333333333333333,0.010526315789473684
오재원,2.08,120.0,474.0,411.0,60.0,115.0,20.0,2.0,11.0,172.0,59.0,31.0,8.0,47.0,4.0,1.0,94.0,9.0,7.0,4.0,0.28,0.356,0.418,0.775,0.345,102.6,0.82,55000.0,0.22808586762075134,0.2805755395683453,0.6444929116684842,0.6017080745341615,0.8670886075949367,0.12658227848101267,0.24261603375527427,0.04219409282700422,0.004219409282700422,0.023206751054852322,0.3628691983122363,0.12447257383966245,0.06540084388185655,0.016877637130801686,0.09915611814345991,0.008438818565400843,0.002109704641350211,0.19831223628691982,0.0189873417721519,0.014767932489451477,0.008438818565400843
오재일,1.84,66.0,213.0,180.0,33.0,52.0,11.0,1.0,14.0,107.0,36.0,0.0,0.0,28.0,2.0,2.0,49.0,5.0,1.0,2.0,0.289,0.387,0.594,0.981,0.414,158.4,1.11,9500.0,0.20661896243291591,0.3103802672147996,0.796619411123228,0.7616459627329193,0.8450704225352113,0.15492957746478872,0.24413145539906103,0.051643192488262914,0.004694835680751174,0.06572769953051644,0.5023474178403756,0.16901408450704225,0.0,0.0,0.13145539906103287,0.009389671361502348,0.009389671361502348,0.2300469483568075,0.023474178403755867,0.004694835680751174,0.009389671361502348
박건우,1.47,70.0,175.0,158.0,31.0,54.0,12.0,0.0,5.0,81.0,26.0,2.0,1.0,12.0,3.0,0.0,29.0,2.0,2.0,0.0,0.342,0.399,0.513,0.912,0.403,143.3,0.97,7000.0,0.17352415026833629,0.2959917780061665,0.7554525627044711,0.7080745341614907,0.9028571428571428,0.17714285714285713,0.30857142857142855,0.06857142857142857,0.0,0.02857142857142857,0.46285714285714286,0.14857142857142858,0.011428571428571429,0.005714285714285714,0.06857142857142857,0.017142857142857144,0.0,0.1657142857142857,0.011428571428571429,0.011428571428571429,0.0
최주환,1.25,100.0,270.0,238.0,34.0,67.0,16.0,2.0,5.0,102.0,32.0,0.0,3.0,25.0,3.0,2.0,34.0,6.0,3.0,1.0,0.282,0.356,0.429,0.784,0.349,104.7,0.1,11000.0,0.15384615384615383,0.20657759506680368,0.6502181025081788,0.6086956521739131,0.8814814814814815,0.1259259259259259,0.24814814814814815,0.05925925925925926,0.007407407407407408,0.018518518518518517,0.37777777777777777,0.11851851851851852,0.0,0.011111111111111112,0.09259259259259259,0.011111111111111112,0.007407407407407408,0.1259259259259259,0.022222222222222223,0.011111111111111112,0.003703703703703704
고영민,0.68,41.0,77.0,67.0,13.0,22.0,1.0,0.0,3.0,32.0,11.0,4.0,2.0,6.0,3.0,0.0,22.0,4.0,0.0,1.0,0.328,0.403,0.478,0.88,0.397,138.8,-0.6,15000.0,0.1028622540250447,0.1346351490236382,0.7431842966194111,0.6832298136645963,0.8701298701298701,0.16883116883116883,0.2857142857142857,0.012987012987012988,0.0,0.03896103896103896,0.4155844155844156,0.14285714285714285,0.05194805194805195,0.025974025974025976,0.07792207792207792,0.03896103896103896,0.0,0.2857142857142857,0.05194805194805195,0.0,0.012987012987012988
김재환,0.48,48.0,180.0,153.0,24.0,36.0,8.0,0.0,7.0,65.0,22.0,4.0,1.0,22.0,2.0,1.0,39.0,6.0,1.0,2.0,0.235,0.335,0.425,0.76,0.336,100.9,0.59,5000.0,0.08497316636851518,0.2569373072970195,0.6398582333696838,0.5900621118012422,0.85,0.13333333333333333,0.2,0.044444444444444446,0.0,0.03888888888888889,0.3611111111111111,0.12222222222222222,0.022222222222222223,0.005555555555555556,0.12222222222222222,0.011111111111111112,0.005555555555555556,0.21666666666666667,0.03333333333333333,0.005555555555555556,0.011111111111111112
국해성,0.11,11.0,26.0,20.0,6.0,4.0,1.0,0.0,1.0,8.0,5.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,2.0,0.2,0.28,0.4,0.68,0.281,63.9,-0.25,3000.0,0.05187835420393559,0.17060637204522094,0.5389858233369684,0.5279503105590063,0.7692307692307693,0.23076923076923078,0.15384615384615385,0.038461538461538464,0.0,0.038461538461538464,0.3076923076923077,0.19230769230769232,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.07692307692307693
김진형,0.1,14.0,21.0,18.0,3.0,3.0,2.0,0.0,1.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.167,0.286,0.444,0.73,0.317,91.2,-0.01,3000.0,0.05098389982110911,0.19527235354573483,0.613413304252999,0.5667701863354038,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.0,0.047619047619047616,0.38095238095238093,0.09523809523809523,0.0,0.0,0.14285714285714285,0.0,0.0,0.3333333333333333,0.047619047619047616,0.0,0.0
홍성흔,0.09,93.0,352.0,301.0,39.0,79.0,12.0,0.0,7.0,112.0,46.0,8.0,1.0,42.0,5.0,1.0,59.0,13.0,4.0,0.0,0.262,0.362,0.372,0.734,0.338,97.7,0.79,40000.0,0.050089445438282636,0.27749229188078106,0.63113413304253,0.5698757763975155,0.8551136363636364,0.11079545454545454,0.22443181818181818,0.03409090909090909,0.0,0.019886363636363636,0.3181818181818182,0.13068181818181818,0.022727272727272728,0.002840909090909091,0.11931818181818182,0.014204545454545454,0.002840909090909091,0.16761363636363635,0.036931818181818184,0.011363636363636364,0.0
류지혁,0.07,14.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.187,-12.1,0.0,3000.0,0.048300536672629686,0.1963001027749229,0.3317884405670665,0.31055900621118016,1.0,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
정진호,0.03,77.0,172.0,154.0,37.0,36.0,5.0,3.0,4.0,59.0,18.0,6.0,3.0,14.0,1.0,0.0,24.0,0.0,3.0,0.0,0.234,0.302,0.383,0.685,0.304,74.6,0.21,5200.0,0.04472271914132378,0.21788283658787255,0.5681570338058888,0.531832298136646,0.8953488372093024,0.21511627906976744,0.20930232558139536,0.029069767441860465,0.01744186046511628,0.023255813953488372,0.3430232558139535,0.10465116279069768,0.03488372093023256,0.01744186046511628,0.08139534883720931,0.005813953488372093,0.0,0.13953488372093023,0.0,0.01744186046511628,0.0
구자욱,4.99,116.0,465.0,410.0,97.0,143.0,33.0,5.0,11.0,219.0,57.0,17.0,7.0,45.0,6.0,0.0,79.0,3.0,0.0,4.0,0.349,0.417,0.534,0.951,0.422,148.4,1.81,8000.0,0.4883720930232558,0.3823227132579651,0.7693565976008725,0.7383540372670807,0.8817204301075269,0.2086021505376344,0.30752688172043013,0.07096774193548387,0.010752688172043012,0.023655913978494623,0.47096774193548385,0.12258064516129032,0.03655913978494624,0.015053763440860216,0.0967741935483871,0.012903225806451613,0.0,0.16989247311827957,0.0064516129032258064,0.0,0.008602150537634409
최형우,4.13,144.0,637.0,547.0,94.0,174.0,33.0,1.0,33.0,308.0,123.0,2.0,5.0,73.0,9.0,7.0,101.0,13.0,0.0,8.0,0.318,0.402,0.563,0.965,0.416,143.3,3.48,70000.0,0.4114490161001788,0.5539568345323741,0.7554525627044711,0.7492236024844721,0.858712715855573,0.14756671899529042,0.2731554160125589,0.05180533751962323,0.0015698587127158557,0.05180533751962323,0.4835164835164835,0.19309262166405022,0.0031397174254317113,0.007849293563579277,0.11459968602825746,0.0141287284144427,0.01098901098901099,0.15855572998430142,0.02040816326530612,0.0,0.012558869701726845
박해민,3.52,144.0,608.0,525.0,96.0,154.0,22.0,7.0,0.0,190.0,47.0,60.0,8.0,56.0,2.0,1.0,126.0,8.0,23.0,2.0,0.293,0.362,0.362,0.724,0.326,85.2,1.65,15000.0,0.3568872987477638,0.3658787255909558,0.5970556161395857,0.562111801242236,0.8634868421052632,0.15789473684210525,0.2532894736842105,0.03618421052631579,0.011513157894736841,0.0,0.3125,0.07730263157894737,0.09868421052631579,0.013157894736842105,0.09210526315789473,0.003289473684210526,0.001644736842105263,0.20723684210526316,0.013157894736842105,0.03782894736842105,0.003289473684210526
이승엽,3.14,122.0,522.0,470.0,87.0,156.0,28.0,1.0,26.0,264.0,90.0,2.0,1.0,40.0,6.0,2.0,71.0,10.0,0.0,6.0,0.332,0.387,0.562,0.949,0.412,140.4,2.52,100000.0,0.32289803220035773,0.45529290853031856,0.747546346782988,0.7368012422360248,0.9003831417624522,0.16666666666666666,0.2988505747126437,0.05363984674329502,0.0019157088122605363,0.04980842911877394,0.5057471264367817,0.1724137931034483,0.0038314176245210726,0.0019157088122605363,0.07662835249042145,0.011494252873563218,0.0038314176245210726,0.1360153256704981,0.019157088122605363,0.0,0.011494252873563218
김상수,2.78,132.0,518.0,449.0,67.0,125.0,30.0,4.0,8.0,187.0,63.0,26.0,5.0,43.0,6.0,0.0,56.0,9.0,13.0,7.0,0.278,0.345,0.416,0.761,0.335,89.9,1.24,31000.0,0.2906976744186046,0.3237410071942446,0.6098691384950927,0.5908385093167702,0.8667953667953668,0.12934362934362933,0.2413127413127413,0.05791505791505792,0.007722007722007722,0.015444015444015444,0.361003861003861,0.12162162162162163,0.05019305019305019,0.009652509652509652,0.08301158301158301,0.011583011583011582,0.0,0.10810810810810811,0.017374517374517374,0.025096525096525095,0.013513513513513514
박한이,1.93,94.0,429.0,367.0,62.0,110.0,17.0,4.0,11.0,168.0,52.0,6.0,6.0,53.0,1.0,0.0,63.0,11.0,7.0,1.0,0.3,0.389,0.458,0.846,0.377,118.2,0.65,45000.0,0.21466905187835417,0.263103802672148,0.6870229007633588,0.656832298136646,0.8554778554778555,0.1445221445221445,0.2564102564102564,0.039627039627039624,0.009324009324009324,0.02564102564102564,0.3916083916083916,0.12121212121212122,0.013986013986013986,0.013986013986013986,0.12354312354312354,0.002331002331002331,0.0,0.14685314685314685,0.02564102564102564,0.016317016317016316,0.002331002331002331
이지영,1.03,124.0,400.0,361.0,36.0,110.0,10.0,1.0,1.0,125.0,55.0,1.0,2.0,14.0,4.0,0.0,32.0,10.0,16.0,5.0,0.305,0.333,0.346,0.68,0.303,69.6,0.71,21000.0,0.13416815742397137,0.2692702980472764,0.554525627044711,0.5279503105590063,0.9025,0.09,0.275,0.025,0.0025,0.0025,0.3125,0.1375,0.0025,0.005,0.035,0.01,0.0,0.08,0.025,0.04,0.0125
백상원,0.13,52.0,94.0,77.0,10.0,19.0,5.0,0.0,0.0,24.0,7.0,0.0,0.0,13.0,1.0,0.0,22.0,2.0,2.0,1.0,0.247,0.359,0.312,0.67,0.316,77.0,-0.39,4500.0,0.05366726296958854,0.15621788283658786,0.5747001090512541,0.5201863354037267,0.8191489361702128,0.10638297872340426,0.20212765957446807,0.05319148936170213,0.0,0.0,0.2553191489361702,0.07446808510638298,0.0,0.0,0.13829787234042554,0.010638297872340425,0.0,0.23404255319148937,0.02127659574468085,0.02127659574468085,0.010638297872340425
박찬도,0.02,117.0,106.0,89.0,32.0,19.0,2.0,1.0,0.0,23.0,9.0,13.0,6.0,8.0,4.0,0.0,25.0,1.0,5.0,0.0,0.213,0.307,0.258,0.565,0.264,43.8,-0.58,3100.0,0.043828264758497305,0.13669064748201437,0.4841875681570338,0.4386645962732919,0.839622641509434,0.3018867924528302,0.1792452830188679,0.018867924528301886,0.009433962264150943,0.0,0.2169811320754717,0.08490566037735849,0.12264150943396226,0.05660377358490566,0.07547169811320754,0.03773584905660377,0.0,0.2358490566037736,0.009433962264150943,0.04716981132075472,0.0
이영욱,-0.02,38.0,26.0,22.0,8.0,5.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,0.227,0.346,0.318,0.664,0.32,79.1,-0.08,5500.0,0.040250447227191406,0.18807810894141827,0.5804252998909487,0.5155279503105591,0.8461538461538461,0.3076923076923077,0.19230769230769232,0.07692307692307693,0.0,0.0,0.2692307692307692,0.07692307692307693,0.0,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.0,0.38461538461538464,0.0,0.0,0.0
이흥련,-0.21,71.0,108.0,105.0,16.0,25.0,7.0,0.0,1.0,35.0,17.0,2.0,1.0,1.0,1.0,0.0,22.0,1.0,1.0,0.0,0.238,0.252,0.333,0.586,0.261,40.6,-0.26,7500.0,0.023255813953488365,0.16957862281603286,0.4754634678298801,0.4549689440993789,0.9722222222222222,0.14814814814814814,0.23148148148148148,0.06481481481481481,0.0,0.009259259259259259,0.32407407407407407,0.1574074074074074,0.018518518518518517,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.0,0.2037037037037037,0.009259259259259259,0.009259259259259259,0.0
김정혁,-0.23,17.0,20.0,18.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.167,0.211,0.167,0.377,0.177,-14.3,-0.35,3300.0,0.021466905187835412,0.16032887975334018,0.32579062159214833,0.29270186335403725,0.9,0.15,0.15,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.0,0.0,0.15,0.0,0.05,0.0
김재현,-0.43,73.0,48.0,41.0,7.0,7.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,5.0,0.0,0.0,11.0,1.0,2.0,0.0,0.171,0.261,0.171,0.432,0.213,9.2,-0.07,4000.0,0.003577817531305899,0.18910585817060635,0.3898582333696838,0.33540372670807456,0.8541666666666666,0.14583333333333334,0.14583333333333334,0.0,0.0,0.0,0.14583333333333334,0.10416666666666667,0.0,0.0,0.10416666666666667,0.0,0.0,0.22916666666666666,0.020833333333333332,0.041666666666666664,0.0
최선호,-0.46,33.0,44.0,42.0,8.0,7.0,1.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.167,0.167,0.19,0.357,0.156,-27.9,-0.61,3500.0,8.944543828264678E-4,0.13360739979445013,0.2887131952017449,0.27717391304347827,0.9545454545454546,0.18181818181818182,0.1590909090909091,0.022727272727272728,0.0,0.0,0.18181818181818182,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.0,0.29545454545454547,0.0,0.045454545454545456,0.0
우동균,-0.47,37.0,82.0,72.0,12.0,15.0,4.0,0.0,0.0,19.0,6.0,0.0,2.0,9.0,0.0,0.0,12.0,2.0,1.0,0.0,0.208,0.296,0.264,0.56,0.268,44.7,-0.82,5500.0,0.0,0.1120246659815005,0.48664122137404586,0.4347826086956522,0.8780487804878049,0.14634146341463414,0.18292682926829268,0.04878048780487805,0.0,0.0,0.23170731707317074,0.07317073170731707,0.0,0.024390243902439025,0.10975609756097561,0.0,0.0,0.14634146341463414,0.024390243902439025,0.012195121951219513,0.0
최정,3.23,81.0,330.0,275.0,43.0,81.0,17.0,0.0,17.0,149.0,58.0,5.0,2.0,46.0,5.0,2.0,78.0,6.0,1.0,3.0,0.295,0.401,0.542,0.943,0.41,143.2,1.39,100000.0,0.330948121645796,0.33915724563206573,0.7551799345692476,0.7321428571428571,0.8333333333333334,0.1303030303030303,0.24545454545454545,0.051515151515151514,0.0,0.051515151515151514,0.45151515151515154,0.17575757575757575,0.015151515151515152,0.006060606060606061,0.1393939393939394,0.015151515151515152,0.006060606060606061,0.23636363636363636,0.01818181818181818,0.0030303030303030303,0.00909090909090909
